custateomer,state,gender,education,custateomer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_classs,customer,customer_lifetime_value
QX45933,California,M,Bachelor,1784019.0,0,62,0,Personal Auto,Four-Door Car,385,Four-Door Car,,
JI71369,California,F,College,510611.0,30110,64,0,Personal Auto,Four-Door Car,140,Four-Door Car,,
JU93290,Arizona,F,College,1793060.0,21708,68,0,Personal Auto,Four-Door Car,326,Four-Door Car,,
GU66096,Arizona,M,High School or Below,545734.0,94731,67,0,Personal Auto,Four-Door Car,321,Four-Door Car,,
UC33108,California,M,Bachelor,656364.0,32375,83,0,Personal Auto,Four-Door Car,398,Four-Door Car,,
LW93867,Oregon,M,College,481252.0,16531,63,0,Corporate Auto,Four-Door Car,102,Four-Door Car,,
OU78470,Arizona,F,Master,2932804.0,32006,94,0,Corporate Auto,Four-Door Car,56,Four-Door Car,,
XW90265,Arizona,F,Bachelor,577352.0,81676,72,0,Personal Auto,Two-Door Car,463,Two-Door Car,,
HS67749,California,M,College,684711.0,71038,86,0,Corporate Auto,Four-Door Car,205,Four-Door Car,,
VZ51506,Arizona,F,High School or Below,359531.0,0,103,0,Corporate Auto,Sports Car,741,Luxury,,
UI64281,Nevada,F,Master,2285561.0,20832,65,0,Personal Auto,Two-Door Car,56,Two-Door Car,,
AE98193,Washington,M,High School or Below,785941.0,0,113,0,Personal Auto,SUV,813,SUV,,
AZ74055,Oregon,M,High School or Below,411557.0,52405,103,0,Personal Auto,Four-Door Car,494,Four-Door Car,,
XS76911,Arizona,F,High School or Below,502963.0,0,133,0,Personal Auto,Sports Car,795,Luxury,,
AY40674,Washington,F,Bachelor,482141.0,26583,1005,4,Personal Auto,SUV,614,SUV,,
NA12740,Oregon,M,Master,500431.0,25486,65,0,Special Auto,Two-Door Car,72,Two-Door Car,,
UA84837,Arizona,M,College,863005.0,24065,111,0,Corporate Auto,Four-Door Car,532,Four-Door Car,,
DJ51510,Arizona,F,High School or Below,932208.0,70435,116,0,Personal Auto,Four-Door Car,67,Four-Door Car,,
VM58985,California,M,College,1672756.0,0,76,2,Personal Auto,Two-Door Car,402,Two-Door Car,,
OH60605,Oregon,F,High School or Below,365253.0,39679,92,0,Personal Auto,Two-Door Car,641,Two-Door Car,,
UO98052,Nevada,M,College,615860.0,0,89,0,Personal Auto,Four-Door Car,342,Four-Door Car,,
NC53424,California,M,Bachelor,437608.0,0,69,4,Personal Auto,Two-Door Car,331,Two-Door Car,,
LQ13873,Nevada,M,High School or Below,556945.0,53565,71,1,Personal Auto,Four-Door Car,340,Four-Door Car,,
LA97014,Washington,M,Bachelor,257651.0,37574,66,1,Personal Auto,Two-Door Car,412,Two-Door Car,,
NB79936,Washington,M,Bachelor,834698.0,48259,108,0,Personal Auto,Two-Door Car,73,Two-Door Car,,
NT89061,Arizona,F,High School or Below,632392.0,78532,78,0,Personal Auto,Four-Door Car,374,Four-Door Car,,
AF10970,Arizona,F,Bachelor,597314.0,96163,73,0,Corporate Auto,Four-Door Car,350,Four-Door Car,,
ZG48513,California,M,Bachelor,470667.0,0,72,0,Personal Auto,Four-Door Car,345,Four-Door Car,,
JQ59145,California,M,High School or Below,809341.0,0,114,1,Personal Auto,Sports Car,722,Luxury,,
FE84989,Washington,M,College,503574.0,72672,63,0,Personal Auto,Four-Door Car,259,Four-Door Car,,
JT52858,Oregon,F,Bachelor,902786.0,99002,112,1,Personal Auto,Four-Door Car,537,Four-Door Car,,
MC62068,California,M,High School or Below,728888.0,79494,91,0,Personal Auto,Four-Door Car,396,Four-Door Car,,
EU27538,Oregon,M,Master,1804247.0,35704,225,0,Personal Auto,Luxury Car,358,Luxury,,
RH42306,Arizona,F,Bachelor,499206.0,0,71,0,Corporate Auto,Four-Door Car,653,Four-Door Car,,
US23612,Oregon,F,High School or Below,910226.0,26049,118,0,Personal Auto,Two-Door Car,121,Two-Door Car,,
WV76014,Arizona,M,Doctor,254040.0,70125,64,0,Special Auto,Four-Door Car,92,Four-Door Car,,
RK96223,California,M,College,1294189.0,52369,110,1,Personal Auto,SUV,528,SUV,,
MF82000,Washington,F,Bachelor,236534.0,0,66,2,Special Auto,Four-Door Car,159,Four-Door Car,,
FM46980,Arizona,M,College,572076.0,41770,72,0,Personal Auto,Four-Door Car,476,Four-Door Car,,
SY56792,Oregon,M,High School or Below,703553.0,0,101,0,Corporate Auto,Four-Door Car,727,Four-Door Car,,
RF61565,California,M,College,263697.0,31911,67,0,Personal Auto,Four-Door Car,321,Four-Door Car,,
IM94808,Nevada,M,Bachelor,539583.0,70051,68,0,Corporate Auto,Four-Door Car,42,Four-Door Car,,
VI14730,Oregon,M,High School or Below,838263.0,19683,117,1,Personal Auto,Sports Car,561,Luxury,,
YR34119,Washington,F,College,3116174.0,30916,112,0,Personal Auto,SUV,200,SUV,,
RR77985,Oregon,F,Bachelor,288774.0,0,80,0,Personal Auto,Four-Door Car,676,Four-Door Car,,
QD28391,Washington,M,College,742584.0,84302,62,0,Personal Auto,Four-Door Car,76,Four-Door Car,,
WV17090,California,M,Bachelor,2558572.0,0,116,0,Corporate Auto,SUV,830,SUV,,
TM23514,Oregon,M,College,1027260.0,60145,132,0,Personal Auto,SUV,580,SUV,,
MQ68407,Oregon,F,Bachelor,437636.0,63774,111,0,Personal Auto,Four-Door Car,60,Four-Door Car,,
GJ59592,California,F,Bachelor,531889.0,25134,67,0,Corporate Auto,Four-Door Car,321,Four-Door Car,,
FY56083,Oregon,M,Bachelor,471976.0,37057,61,1,Personal Auto,Four-Door Car,47,Four-Door Car,,
UA94723,Oregon,F,High School or Below,442803.0,58577,110,0,Personal Auto,SUV,303,SUV,,
FW91032,California,M,High School or Below,587917.0,85857,73,0,Corporate Auto,Four-Door Car,100,Four-Door Car,,
DE34457,Oregon,F,Doctor,941690.0,70602,116,0,Personal Auto,SUV,481,SUV,,
HD32044,Oregon,F,Master,828815.0,33816,106,2,Corporate Auto,Four-Door Car,508,Four-Door Car,,
HH30454,Oregon,M,Bachelor,3265483.0,0,153,0,Personal Auto,SUV,1101,SUV,,
AH84063,Oregon,F,College,471945.0,89642,121,4,Corporate Auto,SUV,86,SUV,,
QA17596,California,F,Bachelor,390347.0,60068,98,0,Personal Auto,Two-Door Car,470,Two-Door Car,,
XI41052,California,F,Bachelor,545725.0,50044,139,0,Personal Auto,SUV,667,SUV,,
DI30528,California,F,Master,272535.0,36650,69,1,Personal Auto,Four-Door Car,56,Four-Door Car,,
SC66359,Arizona,F,College,443397.0,50653,110,0,Corporate Auto,SUV,262,SUV,,
EN61670,Arizona,F,Doctor,533246.0,68931,66,0,Personal Auto,Four-Door Car,309,Four-Door Car,,
DQ10761,Oregon,M,Bachelor,231509.0,0,73,1,Corporate Auto,Four-Door Car,350,Four-Door Car,,
BQ51587,California,F,College,541195.0,0,73,0,Personal Auto,Four-Door Car,365,Four-Door Car,,
JE21522,California,M,Bachelor,958733.0,39266,80,0,Personal Auto,Four-Door Car,384,Four-Door Car,,
WS47147,California,M,College,2210350.0,0,102,0,Personal Auto,SUV,489,SUV,,
ZA64638,Nevada,F,High School or Below,976494.0,0,98,1,Personal Auto,Four-Door Car,705,Four-Door Car,,
EW38459,Nevada,F,Bachelor,256715.0,40864,65,0,Corporate Auto,Four-Door Car,9,Four-Door Car,,
QW87316,Oregon,F,College,265062.0,39035,68,0,Personal Auto,Four-Door Car,244,Four-Door Car,,
IC43478,California,M,Bachelor,1126436.0,34923,98,0,Personal Auto,Two-Door Car,639,Two-Door Car,,
TE34064,California,M,High School or Below,216852.0,0,63,0,Personal Auto,Four-Door Car,453,Four-Door Car,,
WU60905,California,F,High School or Below,861066.0,0,111,0,Corporate Auto,SUV,532,SUV,,
YM18992,California,F,College,283464.0,24506,71,0,Personal Auto,Two-Door Car,511,Two-Door Car,,
PD55753,Oregon,M,High School or Below,893013.0,0,82,0,Personal Auto,Four-Door Car,554,Four-Door Car,,
KU56006,Arizona,F,College,553638.0,52220,70,1,Personal Auto,Four-Door Car,336,Four-Door Car,,
MJ69973,Arizona,M,High School or Below,284085.0,0,74,0,Personal Auto,Two-Door Car,402,Two-Door Car,,
TW43626,California,M,College,808288.0,53554,67,0,Personal Auto,Four-Door Car,327,Four-Door Car,,
XX84133,California,M,Bachelor,525473.0,34476,67,1,Corporate Auto,Four-Door Car,5,Four-Door Car,,
ZW84453,Arizona,F,Bachelor,511623.0,0,70,0,Personal Auto,Four-Door Car,131,Four-Door Car,,
HO29524,California,M,College,303464.0,68205,76,0,Personal Auto,Two-Door Car,99,Two-Door Car,,
VE89726,California,F,High School or Below,802489.0,0,119,1,Personal Auto,SUV,856,SUV,,
GE87503,California,M,High School or Below,1821114.0,53690,154,0,Personal Auto,SUV,739,SUV,,
PX90263,Oregon,M,High School or Below,512156.0,0,72,0,Personal Auto,Four-Door Car,518,Four-Door Car,,
NI17718,California,F,High School or Below,215017.0,0,61,0,Personal Auto,Four-Door Car,292,Four-Door Car,,
FY32213,California,F,High School or Below,559538.0,74454,71,0,Personal Auto,Four-Door Car,340,Four-Door Car,,
RZ13254,Nevada,F,Bachelor,756282.0,0,73,0,Personal Auto,Four-Door Car,350,Four-Door Car,,
GN45013,Oregon,M,High School or Below,538585.0,29664,71,0,Personal Auto,Four-Door Car,340,Four-Door Car,,
NM39588,Washington,F,Doctor,267805.0,72450,66,0,Corporate Auto,Four-Door Car,84,Four-Door Car,,
KU84464,Nevada,F,Bachelor,942256.0,47272,79,3,Personal Auto,Four-Door Car,64,Four-Door Car,,
YH43527,Oregon,F,College,360586.0,21585,92,0,Corporate Auto,Four-Door Car,441,Four-Door Car,,
RO30676,California,F,College,776259.0,23827,106,2,Personal Auto,Four-Door Car,37,Four-Door Car,,
QL59704,Arizona,F,College,2344490.0,69906,74,2,Corporate Auto,Four-Door Car,202,Four-Door Car,,
QH19450,California,F,High School or Below,255817.0,0,72,0,Corporate Auto,Four-Door Car,345,Four-Door Car,,
SA54664,Washington,M,Master,265438.0,73196,66,1,Personal Auto,Four-Door Car,85,Four-Door Car,,
CI38330,Washington,M,Bachelor,254978.0,72217,6464,0,Personal Auto,Four-Door Car,91,Four-Door Car,,
WB38524,California,M,High School or Below,296959.0,46131,74,0,Personal Auto,Two-Door Car,355,Two-Door Car,,
CE56187,Oregon,F,Master,436312.0,54514,109,3,Personal Auto,SUV,286,SUV,,
JL19416,California,F,High School or Below,588430.0,0,161,0,Personal Auto,SUV,1159,SUV,,
JZ61422,Nevada,F,College,527219.0,96668,66,0,Personal Auto,Four-Door Car,316,Four-Door Car,,
LA13377,California,M,Doctor,550989.0,78879,69,1,Personal Auto,Four-Door Car,466,Four-Door Car,,
NC99948,Nevada,M,College,1631368.0,0,69,0,Personal Auto,Four-Door Car,331,Four-Door Car,,
QD34785,Arizona,F,Bachelor,567805.0,0,76,0,Personal Auto,Four-Door Car,364,Four-Door Car,,
RO26085,California,F,Bachelor,1210120.0,0,112,0,Personal Auto,Sports Car,1252,Luxury,,
ES57969,Oregon,M,Bachelor,245357.0,29735,69,0,Personal Auto,Four-Door Car,331,Four-Door Car,,
JK55587,California,M,High School or Below,507566.0,23082,65,0,Special Auto,Four-Door Car,312,Four-Door Car,,
RN97635,Arizona,M,Bachelor,321497.0,53984,80,0,Corporate Auto,Four-Door Car,421,Four-Door Car,,
BI76326,California,F,College,1227534.0,52135,156,0,Personal Auto,SUV,430,SUV,,
JA34909,California,F,College,272221.0,17576,71,0,Corporate Auto,Four-Door Car,398,Four-Door Car,,
OJ90342,Oregon,F,Bachelor,245744.0,29486,62,0,Personal Auto,Four-Door Car,7,Four-Door Car,,
CM88932,Oregon,F,Master,355484.0,58557,88,0,Corporate Auto,Four-Door Car,55,Four-Door Car,,
JJ97525,California,M,Bachelor,492954.0,25632,63,0,Personal Auto,Two-Door Car,351,Two-Door Car,,
XV21647,California,F,High School or Below,803645.0,0,112,0,Personal Auto,Sports Car,806,Luxury,,
MC83487,Arizona,M,Bachelor,427691.0,18768,68,3,Corporate Auto,Four-Door Car,647,Four-Door Car,,
BL90769,California,F,Bachelor,3347334.0,33190,106,0,Personal Auto,SUV,508,SUV,,
CR57148,Oregon,F,Master,596058.0,47945,74,0,Personal Auto,Two-Door Car,128,Two-Door Car,,
CP85232,Arizona,M,College,4479546.0,58778,126,0,Special Auto,SUV,302,SUV,,
YL74732,California,F,High School or Below,383211.0,15192,100,0,Personal Auto,SUV,480,SUV,,
FG16766,California,F,Bachelor,683793.0,51859,171,0,Personal Auto,SUV,1003,SUV,,
NV55438,Nevada,F,High School or Below,528526.0,23422,72,0,Personal Auto,Two-Door Car,518,Two-Door Car,,
RM10880,California,F,College,309651.0,21604,79,0,Corporate Auto,Four-Door Car,379,Four-Door Car,,
GL56175,Arizona,M,College,358971.0,79298,90,0,Personal Auto,Four-Door Car,244,Four-Door Car,,
UK52289,Arizona,F,Bachelor,258240.0,76731,64,0,Special Auto,Four-Door Car,201,Four-Door Car,,
OT85112,Washington,M,College,340391.0,38460,88,1,Personal Auto,Four-Door Car,91,Four-Door Car,,
BC62782,Arizona,F,College,1357567.0,48534,115,1,Personal Auto,SUV,552,SUV,,
TI19722,Washington,M,Doctor,343613.0,30817,88,0,Corporate Auto,Four-Door Car,91,Four-Door Car,,
JP30654,Oregon,F,College,2868582.0,48412,104,0,Personal Auto,SUV,707,SUV,,
UM45563,Washington,M,Bachelor,450267.0,68798,114,0,Personal Auto,SUV,92,SUV,,
EN60878,Oregon,M,Bachelor,618311.0,23712,85,0,Personal Auto,Four-Door Car,376,Four-Door Car,,
JF36291,California,M,College,387364.0,28142,105,0,Personal Auto,Sports Car,701,Luxury,,
BK59444,California,F,Master,1892933.0,72196,68,0,Personal Auto,Four-Door Car,152,Four-Door Car,,
MK70700,California,M,Master,555329.0,68197,69,0,Personal Auto,Four-Door Car,176,Four-Door Car,,
IW71076,California,M,Bachelor,501125.0,75248,63,0,Corporate Auto,Four-Door Car,104,Four-Door Car,,
AP98768,California,F,College,1044244.0,0,98,0,Personal Auto,Four-Door Car,941,Four-Door Car,,
OM24164,Nevada,M,Bachelor,219961.0,0,65,1,Personal Auto,Two-Door Car,468,Two-Door Car,,
HR85211,Washington,F,Master,512317.0,89879,63,0,Personal Auto,Two-Door Car,94,Two-Door Car,,
VC87846,Oregon,M,High School or Below,748431.0,46998,96,0,Corporate Auto,Four-Door Car,460,Four-Door Car,,
ZM92052,Oregon,M,Bachelor,261302.0,57099,67,0,Personal Auto,Two-Door Car,67,Two-Door Car,,
ON73702,Arizona,F,Bachelor,908063.0,33897,114,0,Corporate Auto,SUV,539,SUV,,
QQ90441,Nevada,F,High School or Below,1377097.0,59207,116,0,Personal Auto,Four-Door Car,556,Four-Door Car,,
HU35721,Oregon,M,High School or Below,287682.0,40171,73,0,Personal Auto,Four-Door Car,350,Four-Door Car,,
YP47665,Washington,M,Doctor,540891.0,80192,67,0,Personal Auto,Four-Door Car,95,Four-Door Car,,
FU99476,Washington,M,High School or Below,677030.0,74422,85,1,Personal Auto,Four-Door Car,95,Four-Door Car,,
AG85615,Oregon,M,College,2414387.0,0,87,0,Special Auto,Four-Door Car,626,Four-Door Car,,
OY74069,Arizona,F,College,353805.0,0,67,5,Personal Auto,Four-Door Car,321,Four-Door Car,,
DJ91267,Nevada,F,Bachelor,2909123.0,34226,244,0,Personal Auto,Luxury SUV,494,Luxury,,
KB72438,California,F,High School or Below,1983420.0,65989,123,1,Personal Auto,SUV,115,SUV,,
TR67616,Oregon,M,High School or Below,473136.0,30686,61,0,Corporate Auto,Four-Door Car,19,Four-Door Car,,
GF65731,California,F,Master,3553784.0,0,113,0,Personal Auto,Sports Car,799,Luxury,,
HB67642,Arizona,F,High School or Below,3461137.0,20090,109,0,Personal Auto,Sports Car,523,Luxury,,
DP84567,California,M,High School or Below,2021630.0,0,183,0,Personal Auto,Luxury SUV,878,Luxury,,
VV77534,Oregon,M,College,1397651.0,77094,176,0,Personal Auto,SUV,444,SUV,,
GL67540,California,F,College,590408.0,97413,73,0,Personal Auto,Four-Door Car,268,Four-Door Car,,
SV50502,Oregon,F,Master,559583.0,79189,69,0,Corporate Auto,Four-Door Car,331,Four-Door Car,,
UK59698,California,F,High School or Below,229430.0,0,62,0,Personal Auto,Two-Door Car,297,Two-Door Car,,
OA57352,Arizona,F,College,627391.0,18577,86,0,Personal Auto,Four-Door Car,412,Four-Door Car,,
ZF84449,Oregon,F,College,372672.0,0,112,1,Special Auto,Sports Car,806,Luxury,,
AX86150,Washington,M,High School or Below,265671.0,62777,67,0,Personal Auto,Two-Door Car,101,Two-Door Car,,
HG39060,Oregon,M,Bachelor,511068.0,0,74,0,Corporate Auto,Four-Door Car,532,Four-Door Car,,
EM29359,Nevada,M,College,712659.0,17483,183,0,Personal Auto,Luxury Car,1317,Luxury,,
SF57173,Oregon,M,Master,460163.0,84394,114,0,Personal Auto,SUV,691,SUV,,
OT47603,Oregon,M,College,915523.0,0,127,0,Personal Auto,Sports Car,804,Luxury,,
SW31412,Oregon,F,College,1480805.0,41440,62,1,Personal Auto,Four-Door Car,297,Four-Door Car,,
JS36322,Arizona,M,High School or Below,890167.0,0,136,1,Personal Auto,Sports Car,1090,Luxury,,
RE81445,Oregon,F,College,573459.0,98132,71,0,Personal Auto,Two-Door Car,50,Two-Door Car,,
RM24280,Oregon,F,High School or Below,417769.0,0,112,0,Personal Auto,Four-Door Car,537,Four-Door Car,,
LC25393,California,M,Bachelor,2777628.0,88220,230,0,Personal Auto,Luxury Car,151,Luxury,,
UX38930,Arizona,F,Master,1036434.0,58327,129,0,Personal Auto,SUV,347,SUV,,
HD95496,Oregon,M,Master,785190.0,25950,66,0,Personal Auto,Two-Door Car,271,Two-Door Car,,
RX24650,Oregon,M,High School or Below,477294.0,20993,133,0,Corporate Auto,SUV,638,SUV,,
DW19309,Oregon,M,High School or Below,1422650.0,65726,177,0,Corporate Auto,SUV,849,SUV,,
MT41386,Washington,M,Bachelor,287543.0,84768,72,0,Personal Auto,Two-Door Car,110,Two-Door Car,,
WZ40465,Washington,F,Bachelor,504129.0,36234,63,0,Personal Auto,Four-Door Car,113,Four-Door Car,,
DB42794,California,M,College,436293.0,58842,110,0,Personal Auto,Four-Door Car,528,Four-Door Car,,
JB50798,Oregon,F,Master,962452.0,25629,124,2,Corporate Auto,Sports Car,595,Luxury,,
IP69763,Washington,F,College,2191440.0,77311,181,0,Personal Auto,SUV,113,SUV,,
TE35785,California,M,Doctor,694842.0,0,196,2,Personal Auto,Luxury SUV,1337,Luxury,,
HX74855,Washington,M,High School or Below,247152.0,95697,61,0,Personal Auto,Two-Door Car,114,Two-Door Car,,
QN65180,Oregon,F,Bachelor,2190391.0,22254,79,0,Personal Auto,Four-Door Car,125,Four-Door Car,,
GE47180,Nevada,M,High School or Below,902882.0,65974,113,0,Personal Auto,Sports Car,235,Luxury,,
VQ38776,Oregon,F,College,530375.0,0,76,0,Personal Auto,Four-Door Car,395,Four-Door Car,,
BH86846,Washington,M,High School or Below,2070825.0,92079,65,1,Corporate Auto,Four-Door Car,114,Four-Door Car,,
IN17648,Nevada,M,High School or Below,512376.0,0,74,0,Personal Auto,Two-Door Car,772,Two-Door Car,,
DF95759,Oregon,M,College,949234.0,0,132,0,Personal Auto,SUV,633,SUV,,
QG45324,Oregon,F,High School or Below,820486.0,0,73,0,Personal Auto,Four-Door Car,350,Four-Door Car,,
MN61620,Arizona,F,College,987729.0,67752,131,4,Personal Auto,Sports Car,168,Luxury,,
YH86390,California,F,Bachelor,481500.0,25398,64,0,Corporate Auto,Four-Door Car,307,Four-Door Car,,
FY13480,California,M,High School or Below,627701.0,0,88,0,Personal Auto,Four-Door Car,633,Four-Door Car,,
YH61661,California,M,High School or Below,826063.0,33321,105,0,Special Auto,SUV,504,SUV,,
NL93182,Nevada,M,Bachelor,254945.0,0,78,0,Corporate Auto,Four-Door Car,845,Four-Door Car,,
LN31673,Washington,F,College,1131808.0,38923,99,2,Personal Auto,Four-Door Car,115,Four-Door Car,,
WE68644,Oregon,F,Bachelor,380392.0,20325,100,0,Personal Auto,Sports Car,668,Luxury,,
EZ30498,Oregon,M,Bachelor,863540.0,13129,117,0,Personal Auto,SUV,700,SUV,,
QY74517,Oregon,F,High School or Below,551055.0,0,73,0,Personal Auto,Four-Door Car,525,Four-Door Car,,
NM88660,Nevada,M,Master,358588.0,49080,91,0,Corporate Auto,Four-Door Car,25,Four-Door Car,,
MZ82036,Nevada,M,College,488925.0,42536,63,0,Personal Auto,Four-Door Car,375,Four-Door Car,,
ID20929,Oregon,M,Bachelor,275694.0,29926,74,0,Corporate Auto,Four-Door Car,418,Four-Door Car,,
EY50028,Nevada,M,Doctor,328954.0,0,86,0,Corporate Auto,Two-Door Car,398,Two-Door Car,,
TT82373,California,F,Bachelor,1093717.0,21450,138,0,Personal Auto,Sports Car,938,Luxury,,
OH64088,California,M,High School or Below,737556.0,33345,65,0,Corporate Auto,Four-Door Car,338,Four-Door Car,,
SK97780,California,F,Bachelor,1011077.0,15752,90,0,Corporate Auto,Two-Door Car,339,Two-Door Car,,
IO33050,Oregon,F,High School or Below,511941.0,40169,65,1,Personal Auto,Four-Door Car,302,Four-Door Car,,
XA55917,California,F,College,853383.0,26049,113,1,Personal Auto,SUV,619,SUV,,
JK32620,Nevada,M,College,222476.0,0,68,0,Personal Auto,Four-Door Car,326,Four-Door Car,,
RQ19236,Arizona,M,Doctor,804280.0,55411,100,0,Personal Auto,Sports Car,259,Luxury,,
QC47433,Oregon,M,College,255443.0,12459,70,0,Personal Auto,Four-Door Car,336,Four-Door Car,,
RA93608,Oregon,M,Bachelor,1807394.0,64620,76,1,Personal Auto,Two-Door Car,364,Two-Door Car,,
XH97711,California,M,Bachelor,243050.0,83140,61,0,Corporate Auto,Four-Door Car,179,Four-Door Car,,
AU96286,Oregon,F,Bachelor,316765.0,0,92,0,Corporate Auto,Four-Door Car,662,Four-Door Car,,
KC17170,Arizona,F,Bachelor,546560.0,54422,68,0,Corporate Auto,Four-Door Car,75,Four-Door Car,,
ZN47335,California,M,College,1035751.0,68309,131,0,Corporate Auto,SUV,306,SUV,,
EI46264,California,M,High School or Below,253781.0,56621,65,2,Personal Auto,Four-Door Car,84,Four-Door Car,,
EK87864,Arizona,F,College,282194.0,38977,70,0,Special Auto,Four-Door Car,139,Four-Door Car,,
GV45403,Arizona,M,Bachelor,775712.0,0,111,0,Corporate Auto,Two-Door Car,607,Two-Door Car,,
QK31192,Arizona,M,High School or Below,407913.0,0,114,0,Corporate Auto,Two-Door Car,631,Two-Door Car,,
LU89008,Arizona,F,College,595554.0,0,83,0,Personal Auto,Four-Door Car,628,Four-Door Car,,
NS10490,Oregon,F,Bachelor,1415861.0,83235,70,0,Personal Auto,Two-Door Car,336,Two-Door Car,,
KL98495,Nevada,M,College,848723.0,0,74,0,Personal Auto,Two-Door Car,426,Two-Door Car,,
IU96845,Arizona,M,College,628547.0,32390,80,0,Personal Auto,Four-Door Car,91,Four-Door Car,,
QL93655,Oregon,F,High School or Below,1147348.0,66538,95,0,Personal Auto,Two-Door Car,317,Two-Door Car,,
PF40592,Washington,F,College,494263.0,23285,65,0,Personal Auto,Two-Door Car,118,Two-Door Car,,
